title,first-author,year,citation
Building high-level features using large scale unsupervised learning,"Quoc V. Le, Quoc V. Le, ",2013,168,Large-Scale Deep Belief Nets With MapReduce,Big Data Deep Learning: Challenges and Perspectives,The SP Theory of Intelligence: Distinctive Features and Advantages,3D Convolutional Neural Networks for Cross Audio-Visual Matching Recognition,A scalable feature learning and tag prediction framework for natural environment sounds,Modeling video-based anomaly detection using deep architectures: Challenges and possibilities,LRADNN: High-throughput and energy-efficient Deep Neural Network accelerator using Low Rank Approximation,Using deep autoencoders to learn robust domain-invariant representations for still-to-video face recognition,Label propagation in big data to detect remote access Trojans,Towards Data Analytics of Pathogen-Host Protein-Protein Interaction: A Survey,Multistage committees of deep feedforward convolutional sparse denoise autoencoder for object recognition,Using grayscale images for object recognition with convolutional-recursive neural network,Lung cancer classification using deep learned features on low population dataset,Nonlinear model reduction by deep autoencoder of noise response data,A Map-Reduce Method for Training Autoencoders on Xeon Phi,Application of Convolutional Neural Network to Prediction of Temperature Distribution in Data Centers,Web Classification Using Deep Belief Networks,Image Feature Matching and Its Parallelization Using OpenMP,Anticipating Visual Representations from Unlabeled Video,Joint Unsupervised Learning of Deep Representations and Image Clusters,Generating the Future with Adversarial Transformers,Learning by Association — A Versatile Semi-Supervised Training Method for Neural Networks,Aerial image classification based on sparse representation and deep belief network,Unsupervised feature learning for scene classification of high resolution remote sensing image,A Deep Learning Method Combined Sparse Autoencoder with SVM,A Locality Aware Convolutional Neural Networks Accelerator,PipeLayer: A Pipelined ReRAM-Based Accelerator for Deep Learning,Classification of doll image dataset based on human experts and computational methods: A comparative analysis,Annealed dropout trained maxout networks for improved LVCSR,Scaling recurrent neural network language models
Improving deep neural networks for LVCSR using rectified linear units and dropout,"George E. Dahl, Tara N. Sainath, Geoffrey E. Hinton, George E. Dahl, Tara N. Sainath, Geoffrey E. Hinton, ",2013,159,Emotional facial expression transfer based on temporal restricted Boltzmann machines,Boosting DNN-based speech enhancement via explicit transformations,LRADNN: High-throughput and energy-efficient Deep Neural Network accelerator using Low Rank Approximation,BHNN: A memory-efficient accelerator for compressing deep neural networks with blocked hashing techniques,Elastic spectral distortion for low resource speech recognition with deep neural networks,Improvements to Deep Convolutional Neural Networks for LVCSR,Deep maxout networks for low-resource speech recognition,RNNDROP: A novel dropout for RNNS in ASR,Investigating sparse deep neural networks for speech recognition,Adopting the MapReduce framework to pre-train 1-D and 2-D protein structure predictors with large protein datasets,Method of intrusion detection using deep neural network,Fast learning for big data applications using parameterized multilayer perceptron,Analysis of activation functions for particle swarm optimised feedforward neural networks,DeepFace: Closing the Gap to Human-Level Performance in Face Verification,Web-scale training for face identification,Recurrently Target-Attending Tracking,CNN-RNN: A Unified Framework for Multi-label Image Classification,Global Optimality in Neural Network Training,Implement tracking algorithm using CNNs,Improving deep neural networks by using sparse dropout strategy,Policy compression for aircraft collision avoidance systems,A deep learning approach to flight delay prediction,Sentiment Classification of Chinese Microblogging Texts with Global RNN,Medical image classification with convolutional neural network,Combining time- and frequency-domain convolution in convolutional neural network-based phone recognition,Deep Scattering Spectrum with deep neural networks,Black box optimization for automatic speech recognition,Deep neural networks for small footprint text-dependent speaker verification,Fault tolerance analysis of digital feed-forward deep neural networks,Phone sequence modeling with recurrent neural networks
Learning Spatiotemporal Features with 3D Convolutional Networks,"Du Tran, Lubomir Bourdev, Rob Fergus, Lorenzo Torresani, Manohar Paluri, Du Tran, Lubomir Bourdev, Rob Fergus, Lorenzo Torresani, Manohar Paluri, ",2015,146,Multimodal Gesture Recognition Using 3-D Convolution and Convolutional LSTM,Internal Transfer Learning for Improving Performance in Human Action Recognition for Small Datasets,Gaze-Assisted Multi-Stream Deep Neural Network for Action Recognition,3D Convolutional Neural Networks for Cross Audio-Visual Matching Recognition,Spatially and Temporally Structured Global to Local Aggregation of Dynamic Depth Information for Action Recognition,Learning spectro-temporal features with 3D CNNs for speech emotion recognition,Early and late integration of audio features for automatic video description,Deep learning based human action recognition: A survey,Highlight Detection with Pairwise Deep Ranking for First-Person Video Summarization,Video2GIF: Automatic Generation of Animated GIFs from Video,Temporal Action Localization in Untrimmed Videos via Multi-stage CNNs,Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,Discriminative Hierarchical Rank Pooling for Activity Recognition,Convolutional Two-Stream Network Fusion for Video Action Recognition,First Person Action Recognition Using Deep Learned Descriptors,Actions ~ Transformations,Recognizing Activities of Daily Living with a Wrist-Mounted Camera,Harnessing Object and Scene Semantics for Large-Scale Video Understanding,Newtonian Image Understanding: Unfolding the Dynamics of Objects in Static Images,Recognizing Car Fluents from Video,Jointly Modeling Embedding and Translation to Bridge Video and Language,TGIF: A New Dataset and Benchmark on Animated GIF Description,StyleNet: Generating Attractive Visual Captions with Styles,Video Captioning with Transferred Semantic Attributes,Weakly Supervised Actor-Action Segmentation via Robust Multi-task Ranking,Zero-Shot Action Recognition with Error-Correcting Output Codes,Automatic Understanding of Image and Video Advertisements,Semantic Compositional Networks for Visual Captioning,Bidirectional Multirate Reconstruction for Temporal Modeling in Videos,TGIF-QA: Toward Spatio-Temporal Reasoning in Visual Question Answering
Deep Learning-Based Classification of Hyperspectral Data,"Yushi Chen, Zhouhan Lin, Xing Zhao, Gang Wang, Yanfeng Gu, Yushi Chen, Zhouhan Lin, Xing Zhao, Gang Wang, Yanfeng Gu, ",2014,146,Multi-Aspect-Aware Bidirectional LSTM Networks for Synthetic Aperture Radar Target Recognition,A very short term wind power prediction approach based on Multilayer Restricted Boltzmann Machine,Autoencoder with Extended Morphological Profile for Hyperspectral Image Classification,Auto-Encoder Based for High Spectral Dimensional Data Classification and Visualization,Coupled dictionary learning for multimodal image super-resolution,Cloud-based deep learning of big EEG data for epileptic seizure prediction,Machine fault classification using deep belief network,Bioinspired memory model for HTM face recognition,Compressed auto-encoder building block for deep learning network,Using deep autoencoders for facial expression recognition,A DBN for hyperspectral remote sensing image classification,A deep spatial/spectral descriptor of hyperspectral texture using scattering transform,Unsupervised feature learning for illumination robustness,Hyperspectral image classification via shape-adaptive deep learning,Hyper-voxel based deep learning for hyperspectral image classification,Cell classification using convolutional neural networks in medical hyperspectral imagery,Deep Learning for Microalgae Classification,Spectral-spatial classification of hyperspectral imagery based on deep convolutional network,Unsupervised change detection for remote sensing images based on object-based MRF and stacked autoencoders,Learning to semantically segment high-resolution remote sensing images,Gearbox fault classification using S-transform and convolutional neural network,Increasing web service availability by detecting application-layer DDoS attacks in encrypted traffic,Cube-CNN-SVM: A Novel Hyperspectral Image Classification Method,Efficient Deep Auto-Encoder Learning for the Classification of Hyperspectral Images,Active learning based autoencoder for hyperspectral imagery classification,Spatially constrained Bag-of-Visual-Words for hyperspectral image classification,Object detection in pleiades images using deep features,Graph-based deep Convolutional networks for Hyperspectral image classification,Hyperspectral image classification based on deep stacking network,Deep Convolutional networks with superpixel segmentation for hyperspectral image classification
DeepReID: Deep Filter Pairing Neural Network for Person Re-identification,"Wei Li, Rui Zhao, Tong Xiao, Xiaogang Wang, Wei Li, Rui Zhao, Tong Xiao, Xiaogang Wang, ",2014,143,Person Re-Identification by Optimally Organizing Multiple Similarity Measures,Person re-identification based on combined Gaussian weighted Fisher vectors,Bidirectional sparse representations for multi-shot person re-identification,Multi-Region bilinear convolutional neural networks for person re-identification,Attributes co-occurrence pattern mining for video-based person re-identification,Deep spatial pyramid for person re-identification,Toward facial re-identification: Experiments with data from an operational surveillance camera plant,Deep person re-identification with improved embedding and efficient training,A traffic object classification pipeline based on CNNs,A discriminative null space based deep learning approach for person re-identification,Improved BOF Method for Person Re-Identification,Person Re-Identification with Deep Features and Transfer Learning,Learning Mid-level Filters for Person Re-identification,Multi-source Deep Learning for Human Pose Estimation,Cross-scene crowd counting via deep convolutional neural networks,Person re-identification by Local Maximal Occurrence representation and metric learning,An improved deep learning architecture for person re-identification,Transferring a semantic representation for person re-identification and search,Recurrent Attention Models for Depth-Based Person Identification,Learning a Discriminative Null Space for Person Re-identification,Learning Deep Feature Representations with Domain Guided Dropout for Person Re-identification,Sample-Specific SVM Learning for Person Re-identification,Joint Learning of Single-Image and Cross-Image Representations for Person Re-identification,Recurrent Convolutional Network for Video-Based Person Re-identification,Person Re-identification by Multi-Channel Parts-Based CNN with Improved Triplet Loss Function,Top-Push Video-Based Person Re-identification,Hierarchical Gaussian Descriptor for Person Re-identification,Joint Probabilistic Matching Using m-Best Solutions,Spindle Net: Person Re-identification with Human Body Region Guided Feature Decomposition and Fusion,Beyond Triplet Loss: A Deep Quadruplet Network for Person Re-identification
"Deep Convolutional Neural Networks for Computer-Aided Detection: CNN Architectures, Dataset Characteristics and Transfer Learning","Hoo-Chang Shin, Holger R. Roth, Mingchen Gao, Le Lu, Ziyue Xu, Isabella Nogues, Jianhua Yao, Daniel Mollura, Ronald M. Summers, Hoo-Chang Shin, Holger R. Roth, Mingchen Gao, Le Lu, Ziyue Xu, Isabella Nogues, Jianhua Yao, Daniel Mollura, Ronald M. Summers, ",2016,142
An Experimental Study on Speech Enhancement Based on Deep Neural Networks,"Yong Xu, Jun Du, Li-Rong Dai, Chin-Hui Lee, Yong Xu, Jun Du, Li-Rong Dai, Chin-Hui Lee, ",2014,126,Speech Intelligibility Potential of General and Specialized Deep Neural Network Based Speech Enhancement Systems,Speech Enhancement Based on Full-Sentence Correlation and Clean Speech Recognition,Associative Memory Model-Based Linear Filtering and Its Application to Tandem Connectionist Blind Source Separation,Deep Learning Based Binaural Speech Separation in Reverberant Environments,Features for Masking-Based Monaural Speech Separation in Reverberant Conditions,A Gender Mixture Detection Approach to Unsupervised Single-Channel Speech Separation Based on Deep Neural Networks,Multitalker Speech Separation With Utterance-Level Permutation Invariant Training of Deep Recurrent Neural Networks,FMLLR Speaker Normalization With i-Vector: In Pseudo-FMLLR and Distillation Framework,A Deep Denoising Autoencoder Approach to Improving the Intelligibility of Vocoded Speech in Cochlear Implant Simulation,Audio-Visual Speech Enhancement Using Multimodal Deep Convolutional Neural Networks,Gramophone Noise Detection and Reconstruction Using Time Delay Artificial Neural Networks,Consistent anisotropic wiener filtering for audio source separation,Deep recurrent mixture of experts for speech enhancement,A perceptually-weighted deep neural network for monaural speech enhancement in various background noise conditions,Spectral mask estimation using deep neural networks for inter-sensor data ratio model based robust DOA estimation,Phase-sensitive and recognition-boosted speech separation using deep recurrent neural networks,Maximum likelihood nonlinear transformations based on deep neural networks,Joint training of front-end and back-end deep neural networks for robust speech recognition,A deep neural network for time-domain signal reconstruction,A deep neural network approach to speech bandwidth expansion,Cross-domain cooperative deep stacking network for speech separation,Deep neural networks for estimating speech model activations,A discriminative post-filter for speech enhancement in hearing aids,Deep clustering: Discriminative embeddings for segmentation and separation,Sound source localization based on deep neural networks with directional activate function exploiting phase information,Exploiting spectro-temporal structures using NMF for DNN-based supervised speech separation,Combining non-negative matrix factorization and deep neural networks for speech enhancement and automatic speech recognition,Discriminative deep recurrent neural networks for monaural speech separation,Collaborative Deep Learning for speech enhancement: A run-time model selection method using autoencoders,Permutation invariant training of deep models for speaker-independent multi-talker speech separation
DaDianNao: A Machine-Learning Supercomputer,"Yunji Chen, Tao Luo, Shaoli Liu, Shijin Zhang, Liqiang He, Jia Wang, Ling Li, Tianshi Chen, Zhiwei Xu, Ninghui Sun, Olivier Temam, Yunji Chen, Tao Luo, Shaoli Liu, Shijin Zhang, Liqiang He, Jia Wang, Ling Li, Tianshi Chen, Zhiwei Xu, Ninghui Sun, Olivier Temam, ",2014,124
Joint Deep Learning for Pedestrian Detection,"Wanli Ouyang, Xiaogang Wang, Wanli Ouyang, Xiaogang Wang, ",2013,123,Dataset Optimization for Real-Time Pedestrian Detection,Multi-stage Contextual Deep Learning for Pedestrian Detection,Convolutional Channel Features,Learning Deep Representation with Large-Scale Attributes,Deep Learning Strong Parts for Pedestrian Detection,Visual Tracking with Fully Convolutional Networks,Learning Complexity-Aware Cascades for Deep Pedestrian Detection,Deep Colorization,Pedestrian Detection via Mixture of CNN Experts and Thresholded Aggregated Channel Features,Human Detection and Tracking for Video Surveillance: A Cognitive Science Approach,Reconstruction combined training for convolutional neural networks on character recognition,Latent training for convolutional neural networks,Accelerating convolution-based detection model on GPU,Pedestrian detection from salient regions,Enhanced deformable part model for pedestrian detection via joint state inference,Fast human detection in RGB-D images based on color-depth joint feature learning,A strong bilayer appearance model for human pose estimation from a high freedom still image,Pedestrian detection via a leg-driven physiology framework,Consistent matching based on boosted salience channels for group re-identification,Exploring the influence of feature representation for dictionary selection based video summarization,Pedestrian Detection Using 19-Layer Deep Convolution Neural Network,Motion detection via a couple of auto-encoder networks,Visual tracking based on the color attention preserved sparse generative object model,Early Hierarchical Contexts Learned by Convolutional Networks for Image Segmentation,Pedestrian detection with a resolution-aware convolutional network,Pedestrian and part position detection using a regression-based multiple task deep convolutional neural network,Pedestrian detection with a Large-Field-Of-View deep network,Detection of pedestrians at far distance,Real-time RGB-D based template matching pedestrian detection,Small object detection with random decision forests
DianNao: a small-footprint high-throughput accelerator for ubiquitous machine-learning,"Tianshi Chen, Zidong Du, Ninghui Sun, Jia Wang, Chengyong Wu, Yunji Chen, Olivier Temam, Tianshi Chen, Zidong Du, Ninghui Sun, Jia Wang, Chengyong Wu, Yunji Chen, Olivier Temam, ",2014,123,Still a Fight to Get It Right: Verification in the Era of Machine Learning,Efficient Processing of Deep Neural Networks: A Tutorial and Survey,Work-in-progress: enabling NVM-based deep learning acceleration using nonuniform data quantization,Data-Driven Intelligent Efficient Synaptic Storage for Deep Learning,Exploring heterogeneous algorithms for accelerating deep convolutional neural networks on FPGAs,Real-time meets approximate computing: An elastic CNN inference accelerator with adaptive trade-off between QoS and QoR,Hardware-software codesign of accurate multiplier-free Deep Neural Networks,RESPARC: A reconfigurable and energy-efficient architecture with Memristive Crossbars for deep Spiking Neural Networks,Hardware accelerators for recurrent neural networks on FPGA,Energy-efficient scheduling method with cross-loop model for resource-limited CNN accelerator designs,A fully configurable and scalable neural coprocessor IP for SoC implementations of machine learning applications,Fully-Parallel Area-Efficient Deep Neural Network Design Using Stochastic Computing,A High-Performance Network-on-Chip Topology for Neuromorphic Architectures,Utilizing 3D ICs in architectures for neural networks,Hardware for machine learning: Challenges and opportunities,A software technique to enhance register utilization of Convolutional Neural Networks on GPGPUs,AIsim: Functional Simulator for Analog-to-Information Perceptual Systems,OpenSMART: Single-cycle multi-hop NoC generator in BSV and Chisel,MOCHA: Morphable Locality and Compression Aware Architecture for Convolutional Neural Networks,Escher: A CNN Accelerator with Flexible Buffering to Minimize Off-Chip Transfer,Data-centric computation mode for convolution in deep neural networks,Customizing Clos Network-on-Chip for Neural Networks,Configurable Clouds,Domain Specialization Is Generally Unnecessary for Accelerators,Using Dataflow to Optimize Energy Efficiency of Deep Neural Network Accelerators,Hybrid spiking-stochastic Deep Neural Network,Accelerating Binarized Neural Networks: Comparison of FPGA CPU GPU and ASIC,Automatic code generation of convolutional neural networks in FPGA implementation,Understanding the impact of precision quantization on the accuracy and energy of neural networks,A novel zero weight/activation-aware hardware architecture of convolutional neural network
Action recognition with trajectory-pooled deep-convolutional descriptors,"Limin Wang, Yu Qiao, Xiaoou Tang, Limin Wang, Yu Qiao, Xiaoou Tang, ",2015,123,Graph-based classification of healthcare provider activity,Pose-invariant kinematic features for action recognition,Human violence recognition and detection in surveillance videos,Modeling spatial layout of features for real world scenario RGB-D action recognition,Deep trajectory representation-based clustering for motion pattern extraction in videos,Action recognition based on a mixture of RGB and depth based skeleton,Deep learning based human action recognition: A survey,Long-term Residual Recurrent Network for human interaction recognition in videos,Averaging video sequences to improve action recognition,You Lead We Exceed: Labor-Free Video Concept Learning by Jointly Exploiting Web Videos and Images,Going Deeper into First-Person Activity Recognition,Discriminative Hierarchical Rank Pooling for Activity Recognition,Convolutional Two-Stream Network Fusion for Video Action Recognition,VLAD3: Encoding Dynamics of Deep Features for Action Recognition,A Multi-stream Bi-directional Recurrent Neural Network for Fine-Grained Action Detection,A Key Volume Mining Deep Framework for Action Recognition,First Person Action Recognition Using Deep Learned Descriptors,Recognizing Micro-Actions and Reactions from Paired Egocentric Videos,Predicting the Where and What of Actors and Actions through Online Action Localization,Actions ~ Transformations,Improving Human Action Recognition by Non-action Classification,Actionness Estimation Using Hybrid Fully Convolutional Networks,Real-Time Action Recognition with Enhanced Motion Vector CNNs,Regularizing Long Short Term Memory with 3D Human-Skeleton Sequences for Action Recognition,Slicing Convolutional Neural Network for Crowd Video Understanding,Learning Temporal Regularity in Video Sequences,Bidirectional Multirate Reconstruction for Temporal Modeling in Videos,Deep Temporal Linear Encoding Networks,Generalized Rank Pooling for Activity Recognition,Modeling Sub-Event Dynamics in First-Person Action Recognition
Discriminative Deep Metric Learning for Face Verification in the Wild,"Junlin Hu, Jiwen Lu, Yap-Peng Tan, Junlin Hu, Jiwen Lu, Yap-Peng Tan, ",2014,121,Kinship Measurement on Face Images by Structured Similarity Fusion,Face Feature Extraction: A Complete Review,Relative Distance Metric Leaning Based on Clustering Centralization and Projection Vectors Learning for Person Re-Identification,MDLFace: Memorability augmented deep learning for video face recognition,Face Retrieval on Large-Scale Video Data,Beyond Mahalanobis metric: Cayley-Klein metric learning,Deeply learned face representations are sparse selective and robust,Integrating parametric and non-parametric models for scene labeling,Actions ~ Transformations,Learning Deep Structure-Preserving Image-Text Embeddings,Discriminative Invariant Kernel Features: A Bells-and-Whistles-Free Approach to Unsupervised Face Recognition and Pose Estimation,Neural Aggregation Network for Video Face Recognition,SphereFace: Deep Hypersphere Embedding for Face Recognition,Learning Discriminative Features with Class Encoder,Learning Geometric Equivalence between Patterns Using Embedding Neural Networks,Triangular similarity metric learning for face verification,The FG 2015 Kinship Verification in the Wild Evaluation,Metric-Promoted Siamese Network for Gender Classification,Training Convolutional Neural Networks with Limited Training Data for Ear Recognition in the Wild,Large Margin Multi-Modal Triplet Metric Learning,Logistic similarity metric learning for face verification,DEMV-matchmaker: Emotional temporal course representation and deep similarity matching for automatic music video generation,Dynamic Probabilistic Linear Discriminant Analysis for video classification,Fine-grained face verification: Dataset and baseline results,Fine-grained LFW database,Bootstrapping Joint Bayesian model for robust face verification,Simultaneous Local Binary Feature Learning and Encoding for Face Recognition,Geometry-Aware Deep Transform,A Supervised Low-Rank Method for Learning Invariant Subspaces,Conditional High-Order Boltzmann Machine: A Supervised Learning Model for Relation Learning
The Impact of Diversity on Online Ensemble Learning in the Presence of Concept Drift,"Leandro L. Minku, Allan P. White, Xin Yao, Leandro L. Minku, Allan P. White, Xin Yao, ",2010,121
Extreme Learning Machines [Trends &amp; Controversies],"Erik Cambria, Guang-Bin Huang, Liyanaarachchi Lekamalage Chamara Kasun, Hongming Zhou, Chi Man Vong, Jiarun Lin, Jianping Yin, Zhiping Cai, Qiang Liu, Kuan Li, Victor C. M. Leung, Liang Feng, Yew-Soon Ong, Meng-Hiot Lim, Anton Akusok, Amaury Lendasse, Francesco Corona, Rui Nian, Yoan Miche, Paolo Gastaldo, Rodolfo Zunino, Sergio Decherchi, Xuefeng Yang, Kezhi Mao, Beom-Seok Oh, Jehyoung Jeon, Kar-Ann Toh, Andrew Beng Jin Teoh, Jaihie Kim, Hanchao Yu, Yiqiang Chen, Junfa Liu, Erik Cambria, Guang-Bin Huang, Liyanaarachchi Lekamalage Chamara Kasun, Hongming Zhou, Chi Man Vong, Jiarun Lin, Jianping Yin, Zhiping Cai, Qiang Liu, Kuan Li, Victor C. M. Leung, Liang Feng, Yew-Soon Ong, Meng-Hiot Lim, Anton Akusok, Amaury Lendasse, Francesco Corona, Rui Nian, Yoan Miche, Paolo Gastaldo, Rodolfo Zunino, Sergio Decherchi, Xuefeng Yang, Kezhi Mao, Beom-Seok Oh, Jehyoung Jeon, Kar-Ann Toh, Andrew Beng Jin Teoh, Jaihie Kim, Hanchao Yu, Yiqiang Chen, Junfa Liu, ",2013,118,Wavelet-based extreme learning machine for distribution grid fault location,Advanced method for short-term wind power prediction with multiple observation points using extreme learning machines,High-Performance Extreme Learning Machines: A Complete Toolbox for Big Data Applications,Metaheuristics in big data: An approach to railway engineering,Team effectiveness based optimization,Advanced Analytics for Train Delay Prediction Systems by Including Exogenous Weather Data,A hybrid approach of PTSVM and ELM inspired by samples' geometric distribution structure,Improved short-term electricity load forecasting using extreme learning machines,Importance of Extreme Learning Machine in the field of Query classification: A novel approach,Automatic martian dust storm detection via decision level fusion basedondeep extreme learning machine,Automatic estimation of deterioration level on transmission towers via deep extreme learning machine based on local receptive field,Evaluation of the Extreme Learning Machine for automatic fault diagnosis of the Tennessee Eastman chemical process,A learning scheme based on similarity functions for affective common-sense reasoning,Modelling retinal ganglion cells using self-organising fuzzy neural networks,Improving accuracy of Gaussian mixture model classifiers with additional discriminative training,On the importance of pair-wise feature correlations for image classification,Combined nonlinear visualization and classification: ELMVIS++C,Clinical narrative classification using discriminant word embeddings with ELM,Kernel and random extreme learning machine applied to submersible motor pump fault diagnosis,Clustering based feature selection using Extreme Learning Machines for text classification,Surface classification based on vibration on omni-wheel mobile base,Capabilities of code division multiplexed electrical impedance tomography,Speaker identification evaluation based on the speech biometric and i-vector model using the TIMIT and NTIMIT databases,Extreme learning machine autoencoder for data augmentation,Semi-Random Projection for Dimensionality Reduction and Extreme Learning Machine in High-Dimensional Space,Learning Distributions of Image Features by Interactive Fuzzy Lattice Reasoning in Pattern Recognition Applications,Statistical Learning Theory and ELM for Big Social Data Analysis,The Deep Learning Vision for Heterogeneous Network Traffic Control: Proposal Challenges and Future Perspective,Application of DE-ELM in analog circuit fault diagnosis,A novel roller bearing fault diagnosis method based on the wavelet extreme learning machine
Holistically-Nested Edge Detection,"Saining Xie, Zhuowen Tu, Saining Xie, Zhuowen Tu, ",2015,117,SceneNN: A Scene Meshes Dataset with aNNotations,Image Thresholding Segmentation Based on Two Dimensional Histogram Using Gray Level and Local Entropy Information,Multi-scale salient object detection with pyramid spatial pooling,Generative adversarial network-based synthesis of visible faces from polarimetrie thermal faces,Bootstrapping Labelled Dataset Construction for Cow Tracking and Behavior Analysis,Unsupervised Learning of Edges,Exploit All the Layers: Fast and Accurate CNN Object Detector with Scale Dependent Pooling and Cascaded Rejection Classifiers,Weakly Supervised Object Boundaries,DCAN: Deep Contour-Aware Networks for Accurate Gland Segmentation,Object Contour Detection with a Fully Convolutional Encoder-Decoder Network,Object Skeleton Extraction in Natural Images by Fusing Scale-Associated Deep Side Outputs,Learning Relaxed Deep Supervision for Better Edge Detection,SemiContour: A Semi-Supervised Learning Approach for Contour Detection,Semantic Segmentation with Boundary Neural Fields,Attention to Scale: Scale-Aware Semantic Image Segmentation,Semantic Image Segmentation with Task-Specific Edge Detection Using CNNs and a Discriminatively Trained Domain Transform,Deep Contrast Learning for Salient Object Detection,Learning Deep Representation for Imbalanced Classification,Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,Simple Does It: Weakly Supervised Instance and Semantic Segmentation,Deep Crisp Boundaries,Large Kernel Matters — Improve Semantic Segmentation by Global Convolutional Network,CASENet: Deep Category-Aware Semantic Edge Detection,Multi-scale Continuous CRFs as Sequential Deep Networks for Monocular Depth Estimation,EAST: An Efficient and Accurate Scene Text Detector,Improving RANSAC-Based Segmentation through CNN Encapsulation,Learning Random-Walk Label Propagation for Weakly-Supervised Semantic Segmentation,Semantic Amodal Segmentation,Instance-Level Salient Object Segmentation,MDNet: A Semantically and Visually Interpretable Medical Image Diagnosis Network
Speaker adaptation of neural network acoustic models using i-vectors,"George Saon, Hagen Soltau, David Nahamoo, Michael Picheny, George Saon, Hagen Soltau, David Nahamoo, Michael Picheny, ",2013,115,Unsupervised speaker adaptation of DNN-HMM by selecting similar speakers for lecture transcription,Deep neural network based acoustic model using speaker-class information for short time utterance,Transfer learning for speech and language processing,Improving N-gram language modeling for code-switching speech recognition,On constructing and analysing an interpretable brain model for the DNN based on hidden activity patterns,Personalizing universal recurrent neural network language model with user characteristic features by social network crowdsourcing,Latent Dirichlet Allocation based organisation of broadcast media archives for deep neural network adaptation,Learning factorized feature transforms for speaker normalization,Adaptive beamforming and adaptive training of DNN acoustic models for enhanced multichannel noisy speech recognition,An information fusion approach to recognizing microphone array speech in the CHiME-3 challenge based on a deep learning framework,Improving robustness against reverberation for automatic speech recognition,Speaker adaptive joint training of Gaussian mixture models and bottleneck features,CRIM and LIUM approaches for multi-genre broadcast media transcription,Investigation of lattice-free maximum mutual information-based acoustic models with sequence-level Kullback-Leibler divergence,WERD: Using social text spelling variants for evaluating dialectal speech recognition,Unsupervised adaptation of student DNNS learned from teacher RNNS for improved ASR performance,Aalto system for the 2017 Arabic multi-genre broadcast challenge,DBLSTM based multilingual articulatory feature extraction for language documentation,An improved residual LSTM architecture for acoustic modeling,Improving DNN speaker independence with I-vector inputs,Using neural network front-ends on far field multiple microphones based speech recognition,A comparison of two optimization techniques for sequence discriminative training of deep neural networks,Joint training of convolutional and non-convolutional neural networks,Improvements to filterbank and delta learning within a deep neural network framework,An investigation into speaker informed DNN front-end for LVCSR,Multi-basis adaptive neural network for rapid adaptation in speech recognition,Cluster adaptive training for deep neural network,Context adaptive deep neural networks for fast acoustic model adaptation,Speaker adaptive training for deep neural networks embedding linear transformation networks,An investigation of augmenting speaker representations to improve speaker normalisation for DNN-based speech recognition
Learning hierarchical representations for face verification with convolutional deep belief networks,"Gary B. Huang, Honglak Lee, Erik Learned-Miller, Gary B. Huang, Honglak Lee, Erik Learned-Miller, ",2012,114
Region-Based Convolutional Networks for Accurate Object Detection and Segmentation,"Ross Girshick, Jeff Donahue, Trevor Darrell, Jitendra Malik, Ross Girshick, Jeff Donahue, Trevor Darrell, Jitendra Malik, ",2016,112,Room Layout Estimation with Object and Material Attributes Information Using a Spherical Camera,A Fast Feature Fusion Algorithm in Image Classification for Cyber Physical Systems,An Improved Faster R-CNN for Same Object Retrieval,Quad-multiplier packing based on customized floating point for convolutional neural networks on FPGA,Local classifier chains for deep face recognition,Pill Recognition Using Minimal Labeled Data,Visual guided deep learning scheme for fall detection,Localizing 3-D Anatomical Landmarks Using Deep Convolutional Neural Networks,G-CNN: An Iterative Grid Based Object Detector,Weakly Supervised Actor-Action Segmentation via Robust Multi-task Ranking,Discriminative Bimodal Networks for Visual Localization and Detection with Natural Language Queries,Multiple Instance Detection Network with Online Instance Classifier Refinement,Scene Graph Generation by Iterative Message Passing,Learned Contextual Feature Reweighting for Image Geo-Localization,Dilated Residual Networks,ResNet-Based Vehicle Classification and Localization in Traffic Surveillance Systems,Automated Risk Assessment for Scene Understanding and Domestic Robots Using RGB-D Data and 2.5D CNNs at a Patch Level,From Weakly Supervised Object Localization to Semantic Segmentation by Probabilistic Image Modeling,Convolutional neural network classifier for distinguishing Barrett's esophagus and neoplasia endomicroscopy images,Gesture Recognition Using Enhanced Depth Motion Map and Static Pose Map,Region-based convolutional neural networks for object detection in very high resolution remote sensing images,Support Vector Machine for the Classification of Images Captured by WMSN,Stingray detection of aerial images with region-based convolution neural network,Pose-Driven Deep Convolutional Model for Person Re-identification,Deep Residual Text Detection Network for Scene Text,Word Hypotheses for Segmentation-Free Word Spotting in Historic Document Images,CNN-aware binary MAP for general semantic segmentation,FCFD: Teach the machine to accomplish face detection step by step,Metric learning based automatic segmentation of patterned species,Face hallucination using region-based deep convolutional networks
