Deep Network Shrinkage Applied to Cross-Spectrum Face Recognition,"Christopher Reale, Hyungtae Lee, Heesung Kwon, Rama Chellappa, ",2017,0
Seeing the Forest from the Trees: A Holistic Approach to Near-Infrared Heterogeneous Face Recognition,"Christopher Reale, Nasser M. Nasrabadi, Heesung Kwon, Rama Chellappa, ",2016,4,Deep Heterogeneous Face Recognition Networks Based on Cross-Modal Distillation and an Equitable Distance Metric,Heterogeneous Face Recognition: Recent Advances in Infrared-to-Visible Matching,Dictionary Alignment for Low-Resolution and Heterogeneous Face Recognition,Heterogeneous face recognition via grassmannian based nearest subspace search,Deep Network Shrinkage Applied to Cross-Spectrum Face Recognition
Cross-Modality Face Recognition via Heterogeneous Joint Bayesian,"Hailin Shi, Xiaobo Wang, Dong Yi, Zhen Lei, Xiangyu Zhu, Stan Z. Li, ",2017,0
An Intelligent Virtual Fence Security System for the Detection of People Invading,"Jun-Horng Chen, Teng-Hui Tseng, Chin-Lun Lai, Sheng-Ta Hsieh, ",2012,1
"Review on Clustering, Coverage and Connectivity in Underwater Wireless Sensor Networks: A Communication Techniques Perspective","D. N. Sandeep, Vinay Kumar, ",2017,0
"Optimal Clustering in Underwater Wireless Sensor Networks: Acoustic, EM and FSO Communication Compliant Technique","Sadanand Yadav, Vinay Kumar, ",2017,0
Visible Light Communication Channel Modeling for Underwater Environments With Blocking and Shadowing,"Farshad Miramirkhani, Murat Uysal, ",2018,0
A Comparative Survey of Optical Wireless Technologies: Architectures and Applications,"Mostafa Zaman Chowdhury, Md. Tanvir Hossan, Amirul Islam, Yeong Min Jang, ",2018,0
Subsea Cable Health Monitoring System,"Narasimalu Srikanth, S. Srikiran Rao, ",2017,0
Opening opportunities in subsea communications,"Michael Greene, ",2015,0
Underwater target localization in the presence of asynchronous clock and noise measurement,"Haiyan Zhao, Ziqiang Xu, Xiaoning Zhang, Jing Yan, Xiaoyuan Luo, ",2017,0
A New Simple Model for Underwater Wireless Optical Channels in the Presence of Air Bubbles,"Emna Zedini, Hassan M. Oubei, Abla Kammoun, Mounir Hamdi, Boon S. Ooi, Mohamed-Slim Alouini, ",2017,0
